141.212.122.128 - - [04/Dec/2017:00:01:54 +0800] "GET /x HTTP/1.1" 400 226
106.11.158.148 - - [04/Dec/2017:10:48:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9E1D84DA3D5B1B1EF08BBF83EF8F0956 HTTP/1.1" 200 26368
106.11.156.135 - - [04/Dec/2017:10:48:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7490C9594A5262F745094480A82E520C HTTP/1.1" 200 26368
111.192.102.34 - - [04/Dec/2017:10:49:15 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:10:49:15 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [04/Dec/2017:10:49:27 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [04/Dec/2017:10:49:27 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
113.95.12.85 - - [04/Dec/2017:10:50:08 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [04/Dec/2017:10:50:09 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
124.115.214.183 - - [04/Dec/2017:10:50:16 +0800] "GET /favicon.ico HTTP/1.1" 404 988
58.32.44.98 - - [04/Dec/2017:10:50:48 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [04/Dec/2017:10:50:48 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
217.182.132.156 - - [04/Dec/2017:10:51:19 +0800] "GET /http_type/tm/html/html/docments/LT41320371989025AAA02%20Metadata.htm HTTP/1.1" 404 264
217.182.132.88 - - [04/Dec/2017:10:52:03 +0800] "GET /http_type/tm/docments/LT41210441989044XXX05%20Metadata.htm HTTP/1.1" 200 16136
203.208.60.129 - - [04/Dec/2017:10:52:12 +0800] "GET /zszx/map/photo/50huangtu/trqht.bmp HTTP/1.1" 304 -
202.118.73.245 - - [04/Dec/2017:10:52:19 +0800] "GET /clim/images/pretty2.jpg HTTP/1.1" 200 23317
182.109.222.120 - - [04/Dec/2017:10:52:24 +0800] "GET / HTTP/1.1" 302 -
182.109.222.120 - - [04/Dec/2017:10:52:25 +0800] "GET /e/tool/feedback/temp/test.txt HTTP/1.1" 404 1042
182.109.222.120 - - [04/Dec/2017:10:52:25 +0800] "GET /d/js/acmsd/ecms_dialog.js HTTP/1.1" 404 223
182.109.222.120 - - [04/Dec/2017:10:52:26 +0800] "GET /e/space/template/default/images/nav_a_bg3.gif HTTP/1.1" 404 243
111.192.102.34 - - [04/Dec/2017:10:53:31 +0800] "HEAD / HTTP/1.1" 302 -
202.106.49.110 - - [04/Dec/2017:10:54:13 +0800] "GET / HTTP/1.1" 302 -
202.106.49.110 - - [04/Dec/2017:10:54:13 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18815
111.192.102.34 - - [04/Dec/2017:10:54:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:10:54:18 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [04/Dec/2017:10:54:24 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [04/Dec/2017:10:54:24 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
113.95.12.85 - - [04/Dec/2017:10:55:09 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [04/Dec/2017:10:55:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
106.11.158.148 - - [04/Dec/2017:10:55:27 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D7261FE4A7C17A4B039EE76C14A987F7 HTTP/1.1" 200 26368
58.32.44.98 - - [04/Dec/2017:10:55:47 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [04/Dec/2017:10:55:48 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
217.182.132.183 - - [04/Dec/2017:10:56:02 +0800] "GET /http_type/tm/html/html/docments/LT41330321989160XXX02%20Metadata.htm HTTP/1.1" 404 264
51.255.65.52 - - [04/Dec/2017:10:56:16 +0800] "GET /sxzn/foreground/listDataOfMD.action?id=56 HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:10:58:30 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:10:58:31 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [04/Dec/2017:10:59:24 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [04/Dec/2017:10:59:24 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
113.95.12.85 - - [04/Dec/2017:11:00:09 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [04/Dec/2017:11:00:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
210.74.131.199 - - [04/Dec/2017:11:00:33 +0800] "GET /favicon.ico HTTP/1.1" 404 988
210.74.131.199 - - [04/Dec/2017:11:00:34 +0800] "GET /favicon.ico HTTP/1.1" 404 988
202.120.224.90 - - [04/Dec/2017:11:00:47 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18815
202.120.224.90 - - [04/Dec/2017:11:00:47 +0800] "GET /sxzn/css/index.css HTTP/1.1" 200 1730
202.120.224.90 - - [04/Dec/2017:11:00:47 +0800] "GET /sxzn/css/layout.css HTTP/1.1" 200 6591
202.120.224.90 - - [04/Dec/2017:11:00:47 +0800] "GET /sxzn/images/doc_02.gif HTTP/1.1" 200 55
202.120.224.90 - - [04/Dec/2017:11:00:47 +0800] "GET /sxzn/rand.action HTTP/1.1" 200 1314
202.120.224.90 - - [04/Dec/2017:11:00:47 +0800] "GET /sxzn/images/new.gif HTTP/1.1" 200 1816
202.120.224.90 - - [04/Dec/2017:11:00:47 +0800] "GET /sxzn/images/Search_icon.gif HTTP/1.1" 200 344
202.120.224.90 - - [04/Dec/2017:11:00:47 +0800] "GET /sxzn/images/new1.gif HTTP/1.1" 200 1724
202.120.224.90 - - [04/Dec/2017:11:00:48 +0800] "GET /sxzn/images/point.gif HTTP/1.1" 200 134
202.120.224.90 - - [04/Dec/2017:11:00:47 +0800] "GET /sxzn/images/banner.jpg HTTP/1.1" 200 38590
202.120.224.90 - - [04/Dec/2017:11:00:48 +0800] "GET /sxzn/images/icon.gif HTTP/1.1" 200 119
58.32.44.98 - - [04/Dec/2017:11:00:48 +0800] "HEAD / HTTP/1.1" 302 -
202.120.224.90 - - [04/Dec/2017:11:00:47 +0800] "GET /sxzn/images/banner_home.jpg HTTP/1.1" 200 50428
202.120.224.90 - - [04/Dec/2017:11:00:48 +0800] "GET /sxzn/images/leftSubTitle_bg.gif HTTP/1.1" 200 53
202.120.224.90 - - [04/Dec/2017:11:00:48 +0800] "GET /sxzn/images/options.png HTTP/1.1" 200 615
202.120.224.90 - - [04/Dec/2017:11:00:47 +0800] "GET /sxzn/images/bg.jpg HTTP/1.1" 200 19679
202.120.224.90 - - [04/Dec/2017:11:00:47 +0800] "GET /sxzn/images/yonghu.jpg HTTP/1.1" 200 31309
202.120.224.90 - - [04/Dec/2017:11:00:48 +0800] "GET /sxzn/images/zh-cn.gif HTTP/1.1" 200 891
58.32.44.98 - - [04/Dec/2017:11:00:48 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
202.120.224.90 - - [04/Dec/2017:11:00:48 +0800] "GET /favicon.ico HTTP/1.1" 404 988
202.120.224.90 - - [04/Dec/2017:11:00:55 +0800] "GET /sxzn/foreground/viewMetadata.action?id=8 HTTP/1.1" 200 9296
202.120.224.90 - - [04/Dec/2017:11:00:55 +0800] "GET /sxzn/css/metadata.css HTTP/1.1" 200 945
61.149.12.161 - - [04/Dec/2017:11:02:26 +0800] "GET / HTTP/1.1" 302 -
61.149.12.161 - - [04/Dec/2017:11:02:26 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
106.11.158.148 - - [04/Dec/2017:11:02:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=DFAA60F02306F9CD87EF7FA6A92684B5 HTTP/1.1" 200 26368
106.11.156.135 - - [04/Dec/2017:11:03:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D9FC0CA734DA855F0125590B0AB57F2C HTTP/1.1" 200 26368
35.184.189.105 - - [04/Dec/2017:11:03:30 +0800] "GET /robots.txt HTTP/1.1" 404 985
217.182.132.72 - - [04/Dec/2017:11:03:30 +0800] "GET /http_type/tm/html/pic/LT51230322007148IKR00.jpg HTTP/1.1" 404 1096
111.192.102.34 - - [04/Dec/2017:11:03:31 +0800] "HEAD / HTTP/1.1" 302 -
210.26.57.245 - - [04/Dec/2017:11:04:10 +0800] "GET /favicon.ico HTTP/1.1" 404 988
111.192.102.34 - - [04/Dec/2017:11:04:15 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:11:04:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [04/Dec/2017:11:04:24 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [04/Dec/2017:11:04:24 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
110.231.55.112 - - [04/Dec/2017:11:04:25 +0800] "GET /clim/images/pretty2.jpg HTTP/1.1" 200 23317
35.184.189.105 - - [04/Dec/2017:11:04:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18815
113.95.12.85 - - [04/Dec/2017:11:05:08 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [04/Dec/2017:11:05:09 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [04/Dec/2017:11:05:46 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [04/Dec/2017:11:05:47 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
164.132.161.96 - - [04/Dec/2017:11:06:19 +0800] "GET /http_type/tm/html/docments/LT51210372007214IKR00%20Metadata.htm HTTP/1.1" 404 259
157.55.39.148 - - [04/Dec/2017:11:07:38 +0800] "GET /sxzn/css/index.css HTTP/1.1" 200 1730
106.11.158.148 - - [04/Dec/2017:11:08:18 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0D3C65846CABE7E8D8BB739B9A0974C4 HTTP/1.1" 200 26368
106.11.156.135 - - [04/Dec/2017:11:08:19 +0800] "GET /sxzn/foreground/viewMetadata.action?id=8 HTTP/1.1" 200 9384
106.11.152.142 - - [04/Dec/2017:11:08:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F69B73ABEC2A9AE8B186C4C2615EC436 HTTP/1.1" 200 26368
111.192.102.34 - - [04/Dec/2017:11:08:30 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:11:09:16 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:11:09:17 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [04/Dec/2017:11:09:24 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [04/Dec/2017:11:09:24 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
58.16.234.48 - - [04/Dec/2017:11:09:39 +0800] "GET /favicon.ico HTTP/1.1" 404 988
113.95.12.85 - - [04/Dec/2017:11:10:09 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [04/Dec/2017:11:10:09 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
217.182.132.82 - - [04/Dec/2017:11:10:40 +0800] "GET /http_type/tm/pic/LT41230431989042XXX02.jpg HTTP/1.1" 200 199418
58.32.44.98 - - [04/Dec/2017:11:10:46 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [04/Dec/2017:11:10:47 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
106.11.158.148 - - [04/Dec/2017:11:11:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=759FE58F9E9D9DC407DF85623EB7D29E HTTP/1.1" 200 26368
106.11.156.135 - - [04/Dec/2017:11:11:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=54A40BE2F712D10D7858A7F4AFF63F20 HTTP/1.1" 200 26368
106.11.152.142 - - [04/Dec/2017:11:12:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=89C5A46D3110547866B964A85F9631D4 HTTP/1.1" 200 26368
164.132.161.80 - - [04/Dec/2017:11:12:45 +0800] "GET /http_type/tm/html/html/docments/LT41300371989043XXX02%20Metadata.htm HTTP/1.1" 404 264
111.192.102.34 - - [04/Dec/2017:11:13:31 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:11:13:31 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
185.110.132.232 - - [04/Dec/2017:11:13:51 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [04/Dec/2017:11:14:24 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [04/Dec/2017:11:14:24 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
180.118.108.107 - - [04/Dec/2017:11:14:43 +0800] "GET /favicon.ico HTTP/1.1" 404 988
113.95.12.85 - - [04/Dec/2017:11:15:09 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [04/Dec/2017:11:15:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
223.139.22.204 - - [04/Dec/2017:11:15:23 +0800] "GET /clim/images/pretty2.jpg HTTP/1.1" 200 23317
58.32.44.98 - - [04/Dec/2017:11:15:47 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [04/Dec/2017:11:15:47 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
106.11.158.148 - - [04/Dec/2017:11:15:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A8638215BBA9915951ADACA891089246 HTTP/1.1" 200 26368
111.192.102.34 - - [04/Dec/2017:11:18:30 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:11:19:16 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:11:19:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [04/Dec/2017:11:19:24 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [04/Dec/2017:11:19:24 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
217.182.132.30 - - [04/Dec/2017:11:19:28 +0800] "GET /http_type/tm/html/docments/LT41240331989033XXX02%20Metadata.htm HTTP/1.1" 404 259
113.95.12.85 - - [04/Dec/2017:11:20:08 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [04/Dec/2017:11:20:09 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
221.15.35.96 - - [04/Dec/2017:11:20:20 +0800] "GET /clim/images/pretty2.jpg HTTP/1.1" 200 23317
58.32.44.98 - - [04/Dec/2017:11:20:47 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [04/Dec/2017:11:20:47 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
203.208.60.130 - - [04/Dec/2017:11:22:24 +0800] "GET /zszx/handbook/handbook1.files/image031.jpg HTTP/1.1" 304 -
203.208.60.131 - - [04/Dec/2017:11:22:26 +0800] "GET /zszx/handbook/handbook1.files/image003.jpg HTTP/1.1" 304 -
106.11.158.148 - - [04/Dec/2017:11:22:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=57D5C2B14259F2F95B1B9FDAE20A9BD8 HTTP/1.1" 200 26368
106.11.156.135 - - [04/Dec/2017:11:22:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=28CCCCE59A2C65FF1C32DF694B855C1D HTTP/1.1" 200 26368
106.11.152.142 - - [04/Dec/2017:11:23:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=241E70CC49D0927C240640C108AC3600 HTTP/1.1" 200 26368
111.192.102.34 - - [04/Dec/2017:11:23:30 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:11:23:31 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [04/Dec/2017:11:24:24 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [04/Dec/2017:11:24:24 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
49.214.84.114 - - [04/Dec/2017:11:24:46 +0800] "GET /clim/images/pretty2.jpg HTTP/1.1" 200 23317
113.95.12.85 - - [04/Dec/2017:11:25:09 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [04/Dec/2017:11:25:09 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [04/Dec/2017:11:25:46 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [04/Dec/2017:11:25:47 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
118.228.160.44 - - [04/Dec/2017:11:26:42 +0800] "GET /favicon.ico HTTP/1.1" 404 988
51.255.65.62 - - [04/Dec/2017:11:26:55 +0800] "GET /http_type/tm/docments/LT51260452004337BJC00%20Metadata.htm HTTP/1.1" 200 16155
111.192.102.34 - - [04/Dec/2017:11:28:31 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:11:28:31 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
106.11.158.148 - - [04/Dec/2017:11:28:57 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=285CF53DAFA273E39CA36FE94775A645 HTTP/1.1" 200 26368
106.11.156.135 - - [04/Dec/2017:11:28:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5507A6CE0E3814E784DADD5E54B9D9E8 HTTP/1.1" 200 26368
106.11.152.142 - - [04/Dec/2017:11:28:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=493A2D70417D5C87BA665206E2AB79FD HTTP/1.1" 200 26368
106.11.153.137 - - [04/Dec/2017:11:28:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2E199875081526FF1106A304FE8D4A60 HTTP/1.1" 200 26368
61.149.81.22 - - [04/Dec/2017:11:29:24 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [04/Dec/2017:11:29:24 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
35.184.189.105 - - [04/Dec/2017:11:29:39 +0800] "GET /robots.txt HTTP/1.1" 404 985
61.149.81.22 - - [04/Dec/2017:11:29:52 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [04/Dec/2017:11:29:52 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18815
113.95.12.85 - - [04/Dec/2017:11:30:08 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [04/Dec/2017:11:30:09 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
218.6.135.168 - - [04/Dec/2017:11:30:30 +0800] "GET /zszx/map/photo/50huangtu/trqsqht.bmp HTTP/1.1" 200 867098
157.55.39.148 - - [04/Dec/2017:11:30:33 +0800] "GET /zszx/map/photo/cgzai/ajs.bmp HTTP/1.1" 200 867098
58.32.44.98 - - [04/Dec/2017:11:30:46 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [04/Dec/2017:11:30:47 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
218.6.135.168 - - [04/Dec/2017:11:30:46 +0800] "GET /zszx/map/photo/80huagtu/jh99.bmp HTTP/1.1" 200 867098
58.32.44.98 - - [04/Dec/2017:11:31:57 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [04/Dec/2017:11:31:58 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
35.184.189.105 - - [04/Dec/2017:11:32:26 +0800] "GET /robots.txt HTTP/1.1" 404 985
106.11.158.148 - - [04/Dec/2017:11:32:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3C963A50B7A031DB8E87A6AD29A32704 HTTP/1.1" 200 26368
106.11.156.135 - - [04/Dec/2017:11:33:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=02B38961FBB1AFEF2D58AED166DF768C HTTP/1.1" 200 26368
106.11.152.142 - - [04/Dec/2017:11:33:01 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=62A1463C395685F44BFB74132484F492 HTTP/1.1" 200 26368
111.192.102.34 - - [04/Dec/2017:11:33:31 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:11:33:31 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [04/Dec/2017:11:34:24 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [04/Dec/2017:11:34:24 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
113.95.12.85 - - [04/Dec/2017:11:35:08 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [04/Dec/2017:11:35:09 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
106.11.153.137 - - [04/Dec/2017:11:36:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=86CC3525D9A26292BFFB846A673E4A85 HTTP/1.1" 200 26368
106.11.155.155 - - [04/Dec/2017:11:36:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F60BCAE89DDE64D6D6CCB4959CE90D83 HTTP/1.1" 200 26368
61.149.89.2 - - [04/Dec/2017:11:36:23 +0800] "GET /favicon.ico HTTP/1.1" 404 988
58.32.44.98 - - [04/Dec/2017:11:36:43 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [04/Dec/2017:11:36:43 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [04/Dec/2017:11:38:30 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:11:38:30 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [04/Dec/2017:11:39:27 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [04/Dec/2017:11:39:27 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
113.95.12.85 - - [04/Dec/2017:11:40:08 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [04/Dec/2017:11:40:09 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
35.184.189.105 - - [04/Dec/2017:11:41:18 +0800] "GET /robots.txt HTTP/1.1" 404 985
58.32.44.98 - - [04/Dec/2017:11:41:43 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [04/Dec/2017:11:41:43 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
199.30.24.48 - - [04/Dec/2017:11:42:02 +0800] "GET /sxzn/css/layout.css HTTP/1.1" 200 6591
111.192.102.34 - - [04/Dec/2017:11:43:30 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:11:43:31 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
217.182.132.17 - - [04/Dec/2017:11:43:55 +0800] "GET /http_type/tm/docments/LT51200352006252IKR00%20Metadata.htm HTTP/1.1" 200 16133
61.149.81.22 - - [04/Dec/2017:11:44:24 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [04/Dec/2017:11:44:24 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
59.44.201.158 - - [04/Dec/2017:11:44:31 +0800] "GET / HTTP/1.1" 302 -
59.44.201.158 - - [04/Dec/2017:11:44:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
59.44.201.158 - - [04/Dec/2017:11:44:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
106.11.158.148 - - [04/Dec/2017:11:44:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6CDA5ED0C4EDD350B0352FCF2FFB9A6F HTTP/1.1" 200 26368
106.11.156.135 - - [04/Dec/2017:11:44:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D75A1B152E6A770398A1EF33093F7499 HTTP/1.1" 200 26368
113.95.12.85 - - [04/Dec/2017:11:45:08 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [04/Dec/2017:11:45:09 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
217.182.132.192 - - [04/Dec/2017:11:45:11 +0800] "GET /http_type/tm/docments/LT51160292007195MGR01%20Metadata.htm HTTP/1.1" 200 16137
58.32.44.98 - - [04/Dec/2017:11:46:43 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [04/Dec/2017:11:46:43 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
94.102.49.174 - - [04/Dec/2017:11:47:17 +0800] "GET http://www.baidu.com/cache/global/img/gs.gif HTTP/1.1" 404 221
106.11.152.142 - - [04/Dec/2017:11:48:18 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0471584F690046A422475DE38C8F4F12 HTTP/1.1" 200 26368
111.192.102.34 - - [04/Dec/2017:11:48:30 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:11:49:16 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:11:49:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [04/Dec/2017:11:49:24 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [04/Dec/2017:11:49:24 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
112.5.236.169 - - [04/Dec/2017:11:49:24 +0800] "GET /favicon.ico HTTP/1.1" 404 988
113.95.12.85 - - [04/Dec/2017:11:50:09 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [04/Dec/2017:11:50:09 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [04/Dec/2017:11:51:42 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [04/Dec/2017:11:51:43 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
203.208.60.165 - - [04/Dec/2017:11:52:03 +0800] "GET /start_ks/jiaoyu/fengshi/015.JPG HTTP/1.1" 304 -
106.11.158.148 - - [04/Dec/2017:11:52:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=82BCAB45386295B8E6FE15EDB1028354 HTTP/1.1" 200 26368
106.11.156.135 - - [04/Dec/2017:11:52:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=547C7020680F13194C2128312AFD3CC7 HTTP/1.1" 200 26368
1.80.70.53 - - [04/Dec/2017:11:52:44 +0800] "GET /favicon.ico HTTP/1.1" 404 988
137.74.207.170 - - [04/Dec/2017:11:53:03 +0800] "GET /http_type/tm/pic/LT51190282006229IKR00.jpg HTTP/1.1" 200 191835
111.192.102.34 - - [04/Dec/2017:11:53:32 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [04/Dec/2017:11:53:32 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
217.182.132.86 - - [04/Dec/2017:11:54:22 +0800] "GET /http_type/tm/html/docments/LT51220362006122BJC00%20Metadata.htm HTTP/1.1" 404 259
61.149.81.22 - - [04/Dec/2017:11:54:24 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [04/Dec/2017:11:54:24 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
113.95.12.85 - - [04/Dec/2017:11:55:08 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [04/Dec/2017:11:55:08 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
