66.249.75.124 - - [09/Feb/2015:00:00:26 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=ABFB6766828D871F1EBA28F392A913D2?d-49747-p=6 HTTP/1.1" 200 25067
42.120.160.81 - - [09/Feb/2015:12:22:17 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C64B56FF08CFD6CE2880A6604B1F4387?d-49747-p=7 HTTP/1.1" 200 24992
42.156.136.81 - - [09/Feb/2015:12:22:17 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9AE9EE5308718798EE47C4DA086C8020?d-49747-p=4 HTTP/1.1" 200 25533
42.156.138.81 - - [09/Feb/2015:12:22:18 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=84522A32D5AB1D6C336D5029F6758A9E?d-49747-p=5 HTTP/1.1" 200 25741
42.120.160.81 - - [09/Feb/2015:12:22:18 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=419E69451BA8C2C405A9DCAA2BA549ED?d-49747-p=11 HTTP/1.1" 200 23235
42.156.137.81 - - [09/Feb/2015:12:22:18 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E2BE8BE6D55519F1C79BD73EFA15D4B1?d-49747-p=7 HTTP/1.1" 200 24992
42.120.161.81 - - [09/Feb/2015:12:22:18 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C871B358DDE5AFCA3DEB66EE90BF2787?d-49747-p=4 HTTP/1.1" 200 25533
42.156.138.81 - - [09/Feb/2015:12:22:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C5CA4E7F9C1C103B3D925B761A5A86F2?d-49747-p=10 HTTP/1.1" 200 24798
42.156.139.81 - - [09/Feb/2015:12:22:20 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=22A786D9D2C604DEB989B2B3267CAB24?d-49747-p=5 HTTP/1.1" 200 25741
42.156.137.81 - - [09/Feb/2015:12:22:20 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3883716983FB6C0E6D779066E36081C5?d-49747-p=5 HTTP/1.1" 200 25741
42.120.161.81 - - [09/Feb/2015:12:22:20 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2617FC8B990888A77AA0A4D88DB08DCF?d-49747-p=9 HTTP/1.1" 200 25828
42.156.138.81 - - [09/Feb/2015:12:22:20 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6DAA07C7C7DFC7F60F87F6B0F191CBD8?d-49747-p=9 HTTP/1.1" 200 25828
42.120.160.81 - - [09/Feb/2015:12:22:21 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=860E80E6ACA566BAB26199D89F1B2203?d-49747-p=2 HTTP/1.1" 200 25416
42.120.161.81 - - [09/Feb/2015:12:22:21 +0800] "GET /zszx/map/standard/index_1_1.htm HTTP/1.1" 200 74240
42.120.160.81 - - [09/Feb/2015:12:22:22 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2866F1700E07CA03F0B9A971C6EF8CE9?d-49747-p=3 HTTP/1.1" 200 23825
42.120.161.81 - - [09/Feb/2015:12:22:22 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4B7327F670CAE99222851BB970B5D677?d-49747-p=8 HTTP/1.1" 200 24314
42.156.138.81 - - [09/Feb/2015:12:22:22 +0800] "GET /sxzn/viewMetadata.action?id=19 HTTP/1.1" 200 9552
42.120.160.81 - - [09/Feb/2015:12:22:23 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E384315C691E0B9AA94674DA792B13BD?d-49747-p=9 HTTP/1.1" 200 25828
42.156.136.81 - - [09/Feb/2015:12:22:23 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=69C4062A9CC11592CCFC239A465BE193?d-49747-p=11 HTTP/1.1" 200 23235
42.120.161.81 - - [09/Feb/2015:12:22:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AEE093451E02D4470C0F421FEB4F0A8B?d-49747-p=3 HTTP/1.1" 200 23825
42.156.139.81 - - [09/Feb/2015:12:22:24 +0800] "GET /sxzn/viewMetadata.action?id=15 HTTP/1.1" 200 9305
42.156.136.81 - - [09/Feb/2015:12:22:24 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A6493D3B7086F034B29BB31D45E0B5F8?d-49747-p=3 HTTP/1.1" 200 23825
42.120.161.81 - - [09/Feb/2015:12:22:26 +0800] "GET /sxzn/foreground/viewMetadata.action?id=216 HTTP/1.1" 200 9682
42.156.138.81 - - [09/Feb/2015:12:22:26 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=227E54E43CA47381B54DEB75D6CFC4B2?d-49747-p=9 HTTP/1.1" 200 25828
42.120.160.81 - - [09/Feb/2015:12:22:26 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F4D51844FD0B5F9984B8EF10C5512EB8?d-49747-p=5 HTTP/1.1" 200 25741
42.156.136.81 - - [09/Feb/2015:12:22:27 +0800] "GET /sxzn/viewMetadata.action?id=53 HTTP/1.1" 200 9420
42.156.139.81 - - [09/Feb/2015:12:22:27 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=466D3AE134A1A399A6A0D74F1072C468?d-49747-p=6 HTTP/1.1" 200 25133
42.156.139.81 - - [09/Feb/2015:12:22:28 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A00891DBE226064E47443D9FE4423D52?d-49747-p=8 HTTP/1.1" 200 24314
42.156.137.81 - - [09/Feb/2015:12:22:28 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AD3BF6F183B632DA4D80B5357F998677?d-49747-p=8 HTTP/1.1" 200 24314
42.120.161.81 - - [09/Feb/2015:12:22:29 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=DBCF3AF4C5AC3F9AA28BDCEDECB6E25C?d-49747-p=5 HTTP/1.1" 200 25741
42.120.160.81 - - [09/Feb/2015:12:22:29 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=78D6E5C680FD0E04555398517C596AC6?d-49747-p=11 HTTP/1.1" 200 23235
42.156.138.81 - - [09/Feb/2015:12:22:29 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4E30538F855593BA3E5CF54582736898?d-49747-p=4 HTTP/1.1" 200 25533
42.156.137.81 - - [09/Feb/2015:12:22:30 +0800] "GET /sxzn/foreground/viewMetadata.action?id=114 HTTP/1.1" 200 9170
42.156.138.81 - - [09/Feb/2015:12:22:30 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A12ED82EF7F10C0A4CE2D480F490A1E8?d-49747-p=3 HTTP/1.1" 200 23825
42.120.160.81 - - [09/Feb/2015:12:22:31 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=29B3AA51BBA080E9F362803C71046E31?d-49747-p=9 HTTP/1.1" 200 25828
42.156.136.81 - - [09/Feb/2015:12:22:31 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0469B2E9070BA0022D70AE4296EAA88F?d-49747-p=7 HTTP/1.1" 200 24992
42.156.139.81 - - [09/Feb/2015:12:22:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=43F67E0F114C27EFB53BE26CD6D5552C?d-49747-p=7 HTTP/1.1" 200 24992
42.156.137.81 - - [09/Feb/2015:12:22:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0E19E9978EBEDB7CC670DF44EA9AC419?d-49747-p=6 HTTP/1.1" 200 25133
42.120.160.81 - - [09/Feb/2015:12:22:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A0F062A94E1866DA983B55825C883481?d-49747-p=7 HTTP/1.1" 200 24992
42.156.139.81 - - [09/Feb/2015:12:22:33 +0800] "GET /sxzn/viewMetadata.action?id=87 HTTP/1.1" 200 9358
42.120.161.81 - - [09/Feb/2015:12:22:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B936C88A52F0982B6E91BA78606F87E5?d-49747-p=8 HTTP/1.1" 200 24314
42.156.137.81 - - [09/Feb/2015:12:22:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8CDAC0C57204451C6AFC5EA5AA37299E?d-49747-p=4 HTTP/1.1" 200 25533
42.156.138.81 - - [09/Feb/2015:12:22:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7B856A1135A1A037041A613689EDE0E1?d-49747-p=9 HTTP/1.1" 200 25828
42.156.137.81 - - [09/Feb/2015:12:22:34 +0800] "GET /sxzn/foreground/viewMetadata.action?id=20 HTTP/1.1" 200 9090
42.120.161.81 - - [09/Feb/2015:12:22:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=78D6E5C680FD0E04555398517C596AC6?d-49747-p=7 HTTP/1.1" 200 24992
42.156.139.81 - - [09/Feb/2015:12:22:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D1137CA659FBEC012B35D20CF01625C4?d-49747-p=6 HTTP/1.1" 200 25133
42.156.137.81 - - [09/Feb/2015:12:22:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BEFCE1E945D56996AA5C91B4876A639E?d-49747-p=8 HTTP/1.1" 200 24314
42.120.161.81 - - [09/Feb/2015:12:22:36 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=FE350A15DE0CABCA48A36F838DB57374?d-49747-p=7 HTTP/1.1" 200 24992
42.156.138.81 - - [09/Feb/2015:12:22:37 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=777208C890D451DBBDD723B263558D47?d-49747-p=5 HTTP/1.1" 200 25741
42.156.136.81 - - [09/Feb/2015:12:22:37 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=60E6624D047489E8842086C8BAA7CE55?d-49747-p=7 HTTP/1.1" 200 24992
42.120.160.81 - - [09/Feb/2015:12:22:37 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=047F5FED3F4C61EF21C380E49C230ED5?d-49747-p=8 HTTP/1.1" 200 24314
42.120.161.81 - - [09/Feb/2015:12:22:38 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B82E3610B76E106B6175477396560B7A?d-49747-p=5 HTTP/1.1" 200 25741
42.156.138.81 - - [09/Feb/2015:12:22:39 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=24CF362F42D572168A207B4DBF144D8C?d-49747-p=8 HTTP/1.1" 200 24314
42.120.160.81 - - [09/Feb/2015:12:22:39 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=18F8E305BF3BEF5D9E2FEE09DB4E0ECE?d-49747-p=9 HTTP/1.1" 200 25828
42.156.136.81 - - [09/Feb/2015:12:22:42 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=FBD19EB98309EF971F14E3B95C7BCCE5?d-49747-p=11 HTTP/1.1" 200 23235
42.156.139.81 - - [09/Feb/2015:12:22:42 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8275D08233CBF5F9FE31D5376DFE5778?d-49747-p=11 HTTP/1.1" 200 23235
42.156.137.81 - - [09/Feb/2015:12:22:43 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B1E531F8384A665FA59A6533BB9E8D8B?d-49747-p=7 HTTP/1.1" 200 24992
42.120.161.81 - - [09/Feb/2015:12:22:44 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=97171CAF34F60ECFE25F08EC30DFFC71?d-49747-p=5 HTTP/1.1" 200 25741
42.120.160.81 - - [09/Feb/2015:12:22:44 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CEB1D5788C7B01BB20A5937C8B27E5F3?d-49747-p=4 HTTP/1.1" 200 25533
42.156.138.81 - - [09/Feb/2015:12:22:44 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=FBFD547DC2B21081BA89399D0E1449C0?d-49747-p=3 HTTP/1.1" 200 23825
42.156.137.81 - - [09/Feb/2015:12:22:44 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9767EF40C235F70D3845C0C2CB8929D7?d-49747-p=8 HTTP/1.1" 200 24314
42.120.160.81 - - [09/Feb/2015:12:22:45 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C6E9FC84A248F39308EAFDDB873E2E6A?d-49747-p=6 HTTP/1.1" 200 25133
42.156.136.81 - - [09/Feb/2015:12:22:45 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4AC7C662FF21495F0D01F9591048C6F6?d-49747-p=4 HTTP/1.1" 200 25533
42.156.137.81 - - [09/Feb/2015:12:22:45 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E589F71775B5FD9E000CD188B6537960?d-49747-p=8 HTTP/1.1" 200 24314
42.156.138.81 - - [09/Feb/2015:12:22:46 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=ACB74F9A19598AC3C9A66DE506111053?d-49747-p=11 HTTP/1.1" 200 23235
42.156.136.81 - - [09/Feb/2015:12:22:46 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E1D74EBE8A3E60E1C2B0110F909221B3?d-49747-p=9 HTTP/1.1" 200 25828
42.156.138.81 - - [09/Feb/2015:12:22:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=58B7294A49AD19104B086A84017CE6B7?d-49747-p=6 HTTP/1.1" 200 25133
42.120.160.81 - - [09/Feb/2015:12:22:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=31F0EAA151102618E51884101A845307?d-49747-p=4 HTTP/1.1" 200 25533
42.156.139.81 - - [09/Feb/2015:12:22:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=71FE1DD1A908AA536E4DC0602239BEB6?d-49747-p=8 HTTP/1.1" 200 24314
42.120.161.81 - - [09/Feb/2015:12:22:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B6E62E5831BCA27A381CD93518F00710?d-49747-p=10 HTTP/1.1" 200 24798
42.156.137.81 - - [09/Feb/2015:12:22:48 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=58E36015EC25B1749C99A87F58F8789D?d-49747-p=9 HTTP/1.1" 200 25828
42.156.138.81 - - [09/Feb/2015:12:22:48 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6B783FCD5E3E32556117EDDABAF1F5B7?d-49747-p=9 HTTP/1.1" 200 25828
42.156.138.81 - - [09/Feb/2015:12:22:50 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=20A6C555F837B13E79725C419E0FBED5?d-49747-p=9 HTTP/1.1" 200 25828
42.120.160.81 - - [09/Feb/2015:12:22:50 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1318C048283B391F269B741BEAE9999D?d-49747-p=7 HTTP/1.1" 200 24992
42.156.139.81 - - [09/Feb/2015:12:22:50 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8E4039711CE10F416D64B67863C663F6?d-49747-p=5 HTTP/1.1" 200 25741
61.149.81.22 - - [09/Feb/2015:12:22:50 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [09/Feb/2015:12:22:50 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
42.156.138.81 - - [09/Feb/2015:12:22:50 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=183A1C02022EFA090FBA543E145907D6?d-49747-p=6 HTTP/1.1" 200 25133
42.120.160.81 - - [09/Feb/2015:12:22:51 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E3CA1E6616A933735B43C420CEEF4441?d-49747-p=5 HTTP/1.1" 200 25741
42.156.136.81 - - [09/Feb/2015:12:22:52 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=07EBCF1D39473BC18987916B7A7DEC3D?d-49747-p=5 HTTP/1.1" 200 25741
42.156.137.81 - - [09/Feb/2015:12:22:52 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8214877453A196FB1D060B1C769CE8B6?d-49747-p=8 HTTP/1.1" 200 24314
42.156.138.81 - - [09/Feb/2015:12:22:52 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9A1BC18BC7A781805D106B0C9FA3BF47?d-49747-p=4 HTTP/1.1" 200 25533
42.120.161.81 - - [09/Feb/2015:12:22:52 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4728A75C47C1AA3A52DA99C5B9FEA350?d-49747-p=5 HTTP/1.1" 200 25741
42.156.136.81 - - [09/Feb/2015:12:22:53 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F4D51844FD0B5F9984B8EF10C5512EB8?d-49747-p=8 HTTP/1.1" 200 24314
42.156.137.81 - - [09/Feb/2015:12:22:53 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9D8B9F45C20F5C12CA9D0FD948EEE267?d-49747-p=3 HTTP/1.1" 200 23825
42.156.139.81 - - [09/Feb/2015:12:22:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C518B320F8D1F0C8FC955EF28E99759F?d-49747-p=10 HTTP/1.1" 200 24798
42.156.137.81 - - [09/Feb/2015:12:22:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8F8A37D68BBDB61907AA3EDC252AE102?d-49747-p=7 HTTP/1.1" 200 24992
42.120.161.81 - - [09/Feb/2015:12:22:56 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=32F0E0AA66B789985929DE889CB042A6?d-49747-p=6 HTTP/1.1" 200 25133
42.120.160.81 - - [09/Feb/2015:12:22:56 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=182817F214BC5134BE569902423E2A8E?d-49747-p=11 HTTP/1.1" 200 23235
42.156.138.81 - - [09/Feb/2015:12:22:56 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CA248F1C3B99A1BB3AE681E9A565D008?d-49747-p=7 HTTP/1.1" 200 24992
42.156.136.81 - - [09/Feb/2015:12:22:57 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=49E6EEB81757BD3BE5517E48C67BD73B?d-49747-p=6 HTTP/1.1" 200 25133
42.156.139.81 - - [09/Feb/2015:12:22:57 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4226919E202230175E7F9777C97A283E?d-49747-p=10 HTTP/1.1" 200 24798
42.156.139.81 - - [09/Feb/2015:12:22:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=084FD3DE57ECE6C5A449ED19159DECED?d-49747-p=3 HTTP/1.1" 200 23825
42.156.136.81 - - [09/Feb/2015:12:22:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0B20F9ACD7D91C29698CD99F8CEF1281?d-49747-p=10 HTTP/1.1" 200 24798
42.120.160.81 - - [09/Feb/2015:12:22:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=08ADF65A63D6F5F60944C64316FB20BC?d-49747-p=5 HTTP/1.1" 200 25741
42.156.137.81 - - [09/Feb/2015:12:22:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5F57AA98CC64F7318B0AB7D7C69F5472?d-49747-p=6 HTTP/1.1" 200 25133
42.120.161.81 - - [09/Feb/2015:12:22:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C749B76FA65A8FE09CDAB62B75232C2D?d-49747-p=4 HTTP/1.1" 200 25533
42.156.138.81 - - [09/Feb/2015:12:23:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0E4EE9E9CDA8F1312BDC4BE9DD763A98?d-49747-p=11 HTTP/1.1" 200 23235
42.120.160.81 - - [09/Feb/2015:12:23:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F5160A81BA162B959303FE021A5FB445?d-49747-p=4 HTTP/1.1" 200 25533
42.120.161.81 - - [09/Feb/2015:12:23:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=20243B2CB826F64A2DAECA89EC7394E1?d-49747-p=2 HTTP/1.1" 200 25416
42.156.136.81 - - [09/Feb/2015:12:23:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A332891B1E6087CBE6508186ED5A4BEC?d-49747-p=6 HTTP/1.1" 200 25133
42.156.139.81 - - [09/Feb/2015:12:23:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AD7D89FC4352B66EDBD3B1CBC642D37B?d-49747-p=3 HTTP/1.1" 200 23825
42.156.139.81 - - [09/Feb/2015:12:23:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8B32B06673C7955E02317DFDCB5C9711?d-49747-p=11 HTTP/1.1" 200 23235
42.156.137.81 - - [09/Feb/2015:12:23:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=FE66F3E7EF7EB787EAFF8FBE8BB52E79?d-49747-p=9 HTTP/1.1" 200 25828
42.156.138.81 - - [09/Feb/2015:12:23:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=60EB50A2A4AD72ACD056E67012150192?d-49747-p=7 HTTP/1.1" 200 24992
42.120.160.81 - - [09/Feb/2015:12:23:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6FDA959892374C87569A02316C81054F?d-49747-p=8 HTTP/1.1" 200 24314
42.120.161.81 - - [09/Feb/2015:12:23:03 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D1CA9BFDF0CCAC6F57B3392E5788180C?d-49747-p=7 HTTP/1.1" 200 24992
42.156.136.81 - - [09/Feb/2015:12:23:05 +0800] "GET /sxzn/listDataOfMD.action?id=198 HTTP/1.1" 302 -
42.120.161.81 - - [09/Feb/2015:12:23:05 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CF1251099E5E6E2F3B2316EAD3480AE5?d-49747-p=2 HTTP/1.1" 200 25416
42.120.160.81 - - [09/Feb/2015:12:23:05 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=089395CA36E96C002C2D42983A13EEE7?d-49747-p=7 HTTP/1.1" 200 24992
42.156.136.81 - - [09/Feb/2015:12:23:05 +0800] "GET /sxzn/login.action;jsessionid=3E81D4F27444F6B3EDDA33838FFF10A0 HTTP/1.1" 200 7451
42.156.138.81 - - [09/Feb/2015:12:23:05 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6C22C78569F3D5CEE89D290ECB961373?d-49747-p=11 HTTP/1.1" 200 23235
42.156.139.81 - - [09/Feb/2015:12:23:05 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F50C65FE3F510C4FC46BB8787BF7297C?d-49747-p=5 HTTP/1.1" 200 25741
42.120.160.81 - - [09/Feb/2015:12:23:06 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=479E095AA89774E5B3982E6EAD1057BF?d-49747-p=9 HTTP/1.1" 200 25828
42.156.136.81 - - [09/Feb/2015:12:23:07 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=173A80AD75ADFDEF375FB2C6852D8964?d-49747-p=5 HTTP/1.1" 200 25741
42.156.139.81 - - [09/Feb/2015:12:23:07 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A03E48E87C6ADD2C8B56CAA9F1FCEDCD?d-49747-p=5 HTTP/1.1" 200 25741
42.156.137.81 - - [09/Feb/2015:12:23:08 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B258CC72F80CCC5C4E967549D132CB3B?d-49747-p=5 HTTP/1.1" 200 25741
42.120.161.81 - - [09/Feb/2015:12:23:08 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=189BBADB287537489B0039285DA1AAAD?d-49747-p=4 HTTP/1.1" 200 25533
42.156.137.81 - - [09/Feb/2015:12:23:08 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=62AB0DBF1B364294EB01698DA31E4EB9?d-49747-p=2 HTTP/1.1" 200 25416
42.120.161.81 - - [09/Feb/2015:12:23:09 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=99C1BB19F5041BCD686E71D9B7001F7B?d-49747-p=4 HTTP/1.1" 200 25533
42.156.138.81 - - [09/Feb/2015:12:23:09 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=EC86BA7564D638AEA0E065F21EC69F6A?d-49747-p=5 HTTP/1.1" 200 25741
42.120.160.81 - - [09/Feb/2015:12:23:09 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7EFC7C3384192457C03C3AC44DEE1653?d-49747-p=2 HTTP/1.1" 200 25416
42.156.137.81 - - [09/Feb/2015:12:23:10 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E1F62F25475444100A4A1A3243E090E1?d-49747-p=5 HTTP/1.1" 200 25741
42.120.161.81 - - [09/Feb/2015:12:23:12 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=25D06869F0B2C744555B79416B1198EC?d-49747-p=11 HTTP/1.1" 200 23235
42.156.138.81 - - [09/Feb/2015:12:23:12 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0B8E273FE1E4DBEADF0A9F0E08B5D9C1?d-49747-p=11 HTTP/1.1" 200 23235
42.120.160.81 - - [09/Feb/2015:12:23:12 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6471AFF7E50F7D1AB74B534F7E14C175?d-49747-p=11 HTTP/1.1" 200 23235
42.156.139.81 - - [09/Feb/2015:12:23:13 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A9F5D0BD327731426C610D337941ABEB?d-49747-p=7 HTTP/1.1" 200 24992
42.156.136.81 - - [09/Feb/2015:12:23:13 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=FBD19EB98309EF971F14E3B95C7BCCE5?d-49747-p=2 HTTP/1.1" 200 25416
42.156.138.81 - - [09/Feb/2015:12:23:14 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8E36EF9287EA9236BA7484205C3D0A5C?d-49747-p=9 HTTP/1.1" 200 25828
42.156.139.81 - - [09/Feb/2015:12:23:14 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7F0DBBAF5737C217FA0D1D11D8F0CB61?d-49747-p=8 HTTP/1.1" 200 24314
42.156.137.81 - - [09/Feb/2015:12:23:15 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AD3BF6F183B632DA4D80B5357F998677?d-49747-p=9 HTTP/1.1" 200 25828
42.120.161.81 - - [09/Feb/2015:12:23:16 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9FA0C2641699C9CC3DC8B591663E4D41?d-49747-p=9 HTTP/1.1" 200 25828
42.156.138.81 - - [09/Feb/2015:12:23:16 +0800] "GET /sxzn/viewMetadata.action?id=94 HTTP/1.1" 200 9300
42.120.160.81 - - [09/Feb/2015:12:23:16 +0800] "GET /zszx/map/standard/index_2_4.htm HTTP/1.1" 200 106950
42.156.137.81 - - [09/Feb/2015:12:23:17 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1C9BFEED4E20E181830A497C809595B5?d-49747-p=5 HTTP/1.1" 200 25741
42.120.161.81 - - [09/Feb/2015:12:23:17 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0E19E9978EBEDB7CC670DF44EA9AC419?d-49747-p=4 HTTP/1.1" 200 25533
42.156.136.81 - - [09/Feb/2015:12:23:17 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=74F77198989E047541AA26E2AC4C1155?d-49747-p=4 HTTP/1.1" 200 25533
42.156.139.81 - - [09/Feb/2015:12:23:18 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=78D6E5C680FD0E04555398517C596AC6?d-49747-p=5 HTTP/1.1" 200 25741
