111.206.71.73 - - [01/Apr/2015:00:02:09 +0800] "GET /tlp/user/images/riverintro2.gif HTTP/1.1" 404 229
42.156.138.27 - - [01/Apr/2015:13:16:29 +0800] "GET /sxzn/foreground/viewMetadata.action?id=134 HTTP/1.1" 200 9483
42.156.137.27 - - [01/Apr/2015:13:16:29 +0800] "GET /sxzn/foreground/viewMetadata.action?id=212 HTTP/1.1" 200 10434
120.202.129.146 - - [01/Apr/2015:13:16:34 +0800] "GET /clim/images/climintro2.jpg HTTP/1.1" 200 11519
42.120.161.27 - - [01/Apr/2015:13:16:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9C36CA72C947AE00EFC7DD6598EF8EA5?d-49747-p=7 HTTP/1.1" 200 24992
42.156.136.27 - - [01/Apr/2015:13:16:41 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C3D32EEE49F88C3AAD8EA432175CC635?d-49747-p=6 HTTP/1.1" 200 25133
42.120.160.27 - - [01/Apr/2015:13:16:45 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E938756116A4A789BC2EDAA2D6447C48?d-49747-p=2 HTTP/1.1" 200 25416
42.156.138.27 - - [01/Apr/2015:13:16:48 +0800] "GET /sxzn/foreground/viewMetadata.action?id=3 HTTP/1.1" 200 9396
42.156.137.27 - - [01/Apr/2015:13:16:49 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=81151EEE0C2578ECACD27CB82765407A?d-49747-p=5 HTTP/1.1" 200 25741
42.156.139.27 - - [01/Apr/2015:13:16:51 +0800] "GET /sxzn/foreground/viewMetadata.action?id=76 HTTP/1.1" 200 9390
42.120.161.27 - - [01/Apr/2015:13:16:51 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AC01C9C711712902D0A5B1BD8190B74E?d-49747-p=4 HTTP/1.1" 200 25533
42.156.136.27 - - [01/Apr/2015:13:16:55 +0800] "GET /sxzn/viewMetadata.action?id=54 HTTP/1.1" 200 9500
42.120.160.27 - - [01/Apr/2015:13:16:56 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C0CA5758032D838AEF6EE5B02A1B76CC?d-49747-p=11 HTTP/1.1" 200 23235
42.156.138.27 - - [01/Apr/2015:13:16:56 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E938756116A4A789BC2EDAA2D6447C48?d-49747-p=8 HTTP/1.1" 200 24314
42.156.137.27 - - [01/Apr/2015:13:16:56 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=342EE100EF1BEC9386236741408CE327?d-49747-p=6 HTTP/1.1" 200 25133
42.156.139.27 - - [01/Apr/2015:13:16:57 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E938756116A4A789BC2EDAA2D6447C48?d-49747-p=11 HTTP/1.1" 200 23235
42.156.136.27 - - [01/Apr/2015:13:17:01 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=28015C776D2B874A38D329934B430486?d-49747-p=5 HTTP/1.1" 200 25741
42.120.160.27 - - [01/Apr/2015:13:17:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BD8732A5E5270B63EC25248F91B25E36?d-49747-p=4 HTTP/1.1" 200 25533
42.156.138.27 - - [01/Apr/2015:13:17:03 +0800] "GET /sxzn/foreground/viewMetadata.action?id=60 HTTP/1.1" 200 9386
42.156.137.27 - - [01/Apr/2015:13:17:04 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0C3DF1F57E3D789E9D9477689FBD69C3?d-49747-p=3 HTTP/1.1" 200 23825
42.156.139.27 - - [01/Apr/2015:13:17:05 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AC01C9C711712902D0A5B1BD8190B74E?d-49747-p=8 HTTP/1.1" 200 24314
42.156.136.27 - - [01/Apr/2015:13:17:06 +0800] "GET /tlp/user/index.jsp HTTP/1.1" 200 644
42.156.138.27 - - [01/Apr/2015:13:17:08 +0800] "GET /sxzn/foreground/viewMetadata.action?id=68 HTTP/1.1" 200 9443
42.120.160.27 - - [01/Apr/2015:13:17:08 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=90E59DF20664E253DB14FEC8D6352089?d-49747-p=2 HTTP/1.1" 200 25416
61.149.81.22 - - [01/Apr/2015:13:17:09 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:17:09 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
42.156.139.27 - - [01/Apr/2015:13:17:12 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3DACE5EA8FB585CB7A81CA4D81F45763?d-49747-p=4 HTTP/1.1" 200 25533
42.120.161.27 - - [01/Apr/2015:13:17:13 +0800] "GET /sxzn/viewMetadata.action?id=74 HTTP/1.1" 200 9325
42.156.136.27 - - [01/Apr/2015:13:17:13 +0800] "GET /sxzn/foreground/viewMetadata.action?id=7 HTTP/1.1" 200 9546
42.120.160.27 - - [01/Apr/2015:13:17:17 +0800] "GET /sxzn/foreground/viewMetadata.action?id=12 HTTP/1.1" 200 9135
42.156.138.27 - - [01/Apr/2015:13:17:18 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9C36CA72C947AE00EFC7DD6598EF8EA5?d-49747-p=6 HTTP/1.1" 200 25133
42.156.139.27 - - [01/Apr/2015:13:17:22 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2727C97E0338C3BE18205523FE5BA775?d-49747-p=9 HTTP/1.1" 200 25828
42.120.161.27 - - [01/Apr/2015:13:17:22 +0800] "GET /sxzn/foreground/viewMetadata.action?id=127 HTTP/1.1" 200 9483
42.156.137.27 - - [01/Apr/2015:13:17:23 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AE48FDC5AD3B592F5932CC6B0BBB1DA8?d-49747-p=11 HTTP/1.1" 200 23235
42.156.136.27 - - [01/Apr/2015:13:17:25 +0800] "GET /sxzn/foreground/viewMetadata.action?id=50 HTTP/1.1" 200 9309
42.120.160.27 - - [01/Apr/2015:13:17:26 +0800] "GET /sxzn/foreground/viewMetadata.action?id=11 HTTP/1.1" 200 10250
42.156.138.27 - - [01/Apr/2015:13:17:27 +0800] "GET /sxzn/foreground/viewMetadata.action?id=5 HTTP/1.1" 200 9352
42.156.137.27 - - [01/Apr/2015:13:17:28 +0800] "GET /sxzn/foreground/viewMetadata.action?id=18 HTTP/1.1" 200 9015
42.156.139.27 - - [01/Apr/2015:13:17:29 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=342EE100EF1BEC9386236741408CE327?d-49747-p=5 HTTP/1.1" 200 25741
42.120.161.27 - - [01/Apr/2015:13:17:31 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AB4D268415CF9715DC9263EF379F9E54?d-49747-p=7 HTTP/1.1" 200 24992
42.156.136.27 - - [01/Apr/2015:13:17:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A85F14004592793BE53A18D55C919325?d-49747-p=11 HTTP/1.1" 200 23235
42.120.160.27 - - [01/Apr/2015:13:17:35 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=43B39DF801285B3623915E20259FBFA5?d-49747-p=3 HTTP/1.1" 200 23825
42.156.138.27 - - [01/Apr/2015:13:17:37 +0800] "GET /sxzn/foreground/viewMetadata.action?id=97 HTTP/1.1" 200 9147
42.156.137.27 - - [01/Apr/2015:13:17:37 +0800] "GET /sxzn/viewMetadata.action?id=1 HTTP/1.1" 200 9087
42.156.139.27 - - [01/Apr/2015:13:17:44 +0800] "GET /sxzn/foreground/viewMetadata.action?id=102 HTTP/1.1" 200 9148
42.156.136.27 - - [01/Apr/2015:13:17:46 +0800] "GET /sxzn/foreground/viewMetadata.action?id=103 HTTP/1.1" 200 9149
42.120.161.27 - - [01/Apr/2015:13:17:47 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=152C8B91486E968A1BF1D777450CAD73?d-49747-p=5 HTTP/1.1" 200 25741
42.120.160.27 - - [01/Apr/2015:13:17:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A59B60E871C4ABD46FA1F8AFA7FA0733?d-49747-p=10 HTTP/1.1" 200 24798
42.156.138.27 - - [01/Apr/2015:13:18:02 +0800] "GET /sxzn/foreground/viewMetadata.action?id=99 HTTP/1.1" 200 9148
42.156.137.27 - - [01/Apr/2015:13:18:03 +0800] "GET /sxzn/foreground/viewMetadata.action?id=13 HTTP/1.1" 200 9050
42.156.139.27 - - [01/Apr/2015:13:18:03 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BFC2E1E47DC7F7216E391F766A8473DF?d-49747-p=3 HTTP/1.1" 200 23825
42.120.161.27 - - [01/Apr/2015:13:18:25 +0800] "GET /sxzn/foreground/viewMetadata.action?id=51 HTTP/1.1" 200 9052
42.156.136.27 - - [01/Apr/2015:13:18:31 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4AD395C03D3C20356E0BD817A170E957?d-49747-p=9 HTTP/1.1" 200 25828
42.120.160.27 - - [01/Apr/2015:13:18:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=342EE100EF1BEC9386236741408CE327?d-49747-p=8 HTTP/1.1" 200 24314
42.156.138.27 - - [01/Apr/2015:13:18:50 +0800] "GET /sxzn/foreground/viewMetadata.action?id=72 HTTP/1.1" 200 9104
42.156.137.27 - - [01/Apr/2015:13:18:52 +0800] "GET /sxzn/foreground/viewMetadata.action?id=10 HTTP/1.1" 200 9083
61.149.81.22 - - [01/Apr/2015:13:19:42 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:19:42 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
42.156.139.27 - - [01/Apr/2015:13:20:26 +0800] "GET /sxzn/foreground/viewMetadata.action?id=71 HTTP/1.1" 200 9262
42.120.161.27 - - [01/Apr/2015:13:20:42 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=906590940E7F34EB4EBC6C47F37AB2BD?d-49747-p=11 HTTP/1.1" 200 23235
61.149.81.22 - - [01/Apr/2015:13:22:13 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:22:13 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:13:24:42 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:24:42 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
58.155.223.179 - - [01/Apr/2015:13:26:10 +0800] "GET /zszx/map/photo/80huagtu/plhnjmsl.bmp HTTP/1.1" 200 867098
58.155.223.179 - - [01/Apr/2015:13:26:15 +0800] "GET /zszx/map/photo/90huangtu/rain.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [01/Apr/2015:13:27:09 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:27:09 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:13:29:37 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:29:37 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
61.149.81.22 - - [01/Apr/2015:13:29:42 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:29:42 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:13:32:19 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:32:19 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:13:34:52 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:34:52 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.67.116 - - [01/Apr/2015:13:37:08 +0800] "GET /http_type/tm/html/docments/LT51210391995261XXX00%20Metadata.htm HTTP/1.1" 404 259
61.149.81.22 - - [01/Apr/2015:13:37:19 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:37:19 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
220.181.108.150 - - [01/Apr/2015:13:37:32 +0800] "GET / HTTP/1.1" 302 -
111.206.71.76 - - [01/Apr/2015:13:37:35 +0800] "GET / HTTP/1.1" 302 -
220.181.108.153 - - [01/Apr/2015:13:38:11 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
111.206.71.70 - - [01/Apr/2015:13:38:16 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:13:39:52 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:39:52 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.67.108 - - [01/Apr/2015:13:41:11 +0800] "GET /http_type/tm/html/docments/LT51220382007109BJC00%20Metadata.htm HTTP/1.1" 404 259
61.153.244.10 - - [01/Apr/2015:13:41:44 +0800] "GET /zszx/map/photo/yixian/topoline.bmp HTTP/1.1" 200 867098
61.153.244.10 - - [01/Apr/2015:13:41:44 +0800] "GET /zszx/map/photo/50huangtu/plthnmd.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [01/Apr/2015:13:42:19 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:42:19 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:13:45:11 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:45:11 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
113.200.77.12 - - [01/Apr/2015:13:46:00 +0800] "GET /favicon.ico HTTP/1.1" 404 988
210.76.200.169 - - [01/Apr/2015:13:46:53 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.149.81.22 - - [01/Apr/2015:13:47:19 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:47:19 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:13:49:52 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:49:52 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:13:52:21 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:52:21 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.67.108 - - [01/Apr/2015:13:52:34 +0800] "GET /tlp/advanced/images/doc.gif HTTP/1.1" 304 -
66.249.67.116 - - [01/Apr/2015:13:52:38 +0800] "GET /sxzn/images/banner_home.jpg HTTP/1.1" 304 -
66.249.67.108 - - [01/Apr/2015:13:52:40 +0800] "GET /zszx/handbook/handbook1.files/image045.jpg HTTP/1.1" 200 30206
66.249.67.108 - - [01/Apr/2015:13:52:47 +0800] "GET /zszx/handbook/handbook1.files/image091.jpg HTTP/1.1" 304 -
61.149.81.22 - - [01/Apr/2015:13:54:52 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:54:52 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
114.135.15.178 - - [01/Apr/2015:13:56:01 +0800] "GET /zszx/map/photo/50huangtu/flqslxt.bmp HTTP/1.1" 200 867098
116.249.226.60 - - [01/Apr/2015:13:56:00 +0800] "GET /zszx/map/photo/cw/pm.bmp HTTP/1.1" 200 867098
119.36.176.110 - - [01/Apr/2015:13:56:29 +0800] "GET /zszx/map/photo/50huangtu/plthnmd.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [01/Apr/2015:13:57:20 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:57:20 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:13:59:51 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:13:59:52 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
123.6.94.181 - - [01/Apr/2015:14:01:46 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.149.81.22 - - [01/Apr/2015:14:02:19 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:14:02:19 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
119.36.176.110 - - [01/Apr/2015:14:02:46 +0800] "GET /zszx/map/photo/50huangtu/pldfb.bmp HTTP/1.1" 200 867098
119.36.176.110 - - [01/Apr/2015:14:02:51 +0800] "GET /zszx/map/photo/90huangtu/bp.bmp HTTP/1.1" 200 867098
42.156.139.20 - - [01/Apr/2015:14:03:42 +0800] "GET /tlp/top.jsp HTTP/1.1" 500 2630
183.224.92.213 - - [01/Apr/2015:14:04:14 +0800] "GET /zszx/map/photo/50huangtu/pldfb.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [01/Apr/2015:14:04:51 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:14:04:51 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:14:07:18 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:14:07:19 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.67.108 - - [01/Apr/2015:14:08:15 +0800] "GET / HTTP/1.1" 302 -
66.249.67.100 - - [01/Apr/2015:14:08:16 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
218.63.252.134 - - [01/Apr/2015:14:08:55 +0800] "GET /zszx/map/photo/50huangtu/pldfb.bmp HTTP/1.1" 200 867098
220.180.177.165 - - [01/Apr/2015:14:09:49 +0800] "GET /zszx/map/photo/50huangtu/flqslxt.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [01/Apr/2015:14:09:52 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:14:09:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
113.200.77.5 - - [01/Apr/2015:14:11:11 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.149.81.22 - - [01/Apr/2015:14:12:19 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:14:12:19 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:14:14:51 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:14:14:52 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
183.230.32.169 - - [01/Apr/2015:14:16:22 +0800] "GET /zszx/map/photo/90huangtu/rain.bmp HTTP/1.1" 206 1
183.230.32.169 - - [01/Apr/2015:14:16:22 +0800] "GET /zszx/map/photo/90huangtu/rain.bmp HTTP/1.1" 206 212378
183.230.32.169 - - [01/Apr/2015:14:16:27 +0800] "GET /zszx/map/photo/cgzai/ajs.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [01/Apr/2015:14:17:19 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:14:17:19 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:14:19:51 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:14:19:52 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:14:22:20 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:14:22:20 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.178.172.95 - - [01/Apr/2015:14:23:41 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.149.81.22 - - [01/Apr/2015:14:24:51 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:14:24:51 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
27.223.17.181 - - [01/Apr/2015:14:25:10 +0800] "GET /zszx/map/photo/50huangtu/flqslxt.bmp HTTP/1.1" 200 409200
27.223.17.181 - - [01/Apr/2015:14:25:23 +0800] "GET /zszx/map/photo/50huangtu/flqslxt.bmp HTTP/1.1" 206 482450
42.156.136.27 - - [01/Apr/2015:14:26:32 +0800] "GET / HTTP/1.1" 302 -
42.156.136.27 - - [01/Apr/2015:14:26:32 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
61.149.81.22 - - [01/Apr/2015:14:27:20 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:14:27:20 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
113.140.84.107 - - [01/Apr/2015:14:27:35 +0800] "GET /favicon.ico HTTP/1.1" 404 988
61.149.81.22 - - [01/Apr/2015:14:29:37 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:14:29:37 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
61.149.81.22 - - [01/Apr/2015:14:29:51 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:14:29:51 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
222.128.190.80 - - [01/Apr/2015:14:30:35 +0800] "GET /zszx/map/photo/90huangtu/bp.bmp HTTP/1.1" 200 335544
222.128.190.80 - - [01/Apr/2015:14:30:46 +0800] "GET /zszx/map/photo/50huangtu/stbct.bmp HTTP/1.1" 200 867098
113.140.84.110 - - [01/Apr/2015:14:31:23 +0800] "GET / HTTP/1.1" 302 -
113.140.84.110 - - [01/Apr/2015:14:31:23 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
113.140.84.110 - - [01/Apr/2015:14:31:23 +0800] "GET /sxzn/css/index.css HTTP/1.1" 200 1730
113.140.84.110 - - [01/Apr/2015:14:31:23 +0800] "GET /sxzn/css/layout.css HTTP/1.1" 200 6591
113.140.84.110 - - [01/Apr/2015:14:31:24 +0800] "GET /sxzn/images/doc_02.gif HTTP/1.1" 200 55
113.140.84.110 - - [01/Apr/2015:14:31:24 +0800] "GET /sxzn/images/banner.jpg HTTP/1.1" 200 38590
113.140.84.110 - - [01/Apr/2015:14:31:24 +0800] "GET /sxzn/images/bg.jpg HTTP/1.1" 200 19679
113.140.84.110 - - [01/Apr/2015:14:31:24 +0800] "GET /sxzn/rand.action HTTP/1.1" 200 1274
113.140.84.110 - - [01/Apr/2015:14:31:24 +0800] "GET /sxzn/images/yonghu.jpg HTTP/1.1" 200 31309
113.140.84.110 - - [01/Apr/2015:14:31:24 +0800] "GET /sxzn/images/banner_home.jpg HTTP/1.1" 200 50428
113.140.84.110 - - [01/Apr/2015:14:31:24 +0800] "GET /sxzn/images/new.gif HTTP/1.1" 200 1816
113.140.84.110 - - [01/Apr/2015:14:31:24 +0800] "GET /sxzn/images/new1.gif HTTP/1.1" 200 1724
113.140.84.110 - - [01/Apr/2015:14:31:24 +0800] "GET /sxzn/images/icon.gif HTTP/1.1" 200 119
113.140.84.110 - - [01/Apr/2015:14:31:24 +0800] "GET /sxzn/images/leftSubTitle_bg.gif HTTP/1.1" 200 53
113.140.84.110 - - [01/Apr/2015:14:31:24 +0800] "GET /sxzn/images/point.gif HTTP/1.1" 200 134
113.140.84.110 - - [01/Apr/2015:14:31:24 +0800] "GET /sxzn/images/options.png HTTP/1.1" 200 615
113.140.84.110 - - [01/Apr/2015:14:31:24 +0800] "GET /sxzn/images/Search_icon.gif HTTP/1.1" 200 344
113.140.84.110 - - [01/Apr/2015:14:31:24 +0800] "GET /sxzn/images/zh-cn.gif HTTP/1.1" 200 891
113.140.84.110 - - [01/Apr/2015:14:31:27 +0800] "GET /favicon.ico HTTP/1.1" 404 988
113.140.84.110 - - [01/Apr/2015:14:31:27 +0800] "GET /favicon.ico HTTP/1.1" 404 988
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET / HTTP/1.1" 302 -
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/css/index.css HTTP/1.1" 200 1730
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/css/layout.css HTTP/1.1" 200 6591
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/images/banner.jpg HTTP/1.1" 200 38590
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/images/doc_02.gif HTTP/1.1" 200 55
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/rand.action HTTP/1.1" 200 1253
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/images/Search_icon.gif HTTP/1.1" 200 344
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/images/point.gif HTTP/1.1" 200 134
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/images/zh-cn.gif HTTP/1.1" 200 891
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/images/options.png HTTP/1.1" 200 615
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/images/leftSubTitle_bg.gif HTTP/1.1" 200 53
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/images/bg.jpg HTTP/1.1" 200 19679
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/images/yonghu.jpg HTTP/1.1" 200 31309
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/images/new.gif HTTP/1.1" 200 1816
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/images/icon.gif HTTP/1.1" 200 119
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/images/new1.gif HTTP/1.1" 200 1724
113.140.84.102 - - [01/Apr/2015:14:32:07 +0800] "GET /sxzn/images/banner_home.jpg HTTP/1.1" 200 50428
113.140.84.102 - - [01/Apr/2015:14:32:09 +0800] "GET /favicon.ico HTTP/1.1" 404 988
113.140.84.102 - - [01/Apr/2015:14:32:12 +0800] "GET /sxzn/readPolicy.action HTTP/1.1" 200 6656
61.149.81.22 - - [01/Apr/2015:14:32:19 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:14:32:19 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
113.140.84.102 - - [01/Apr/2015:14:32:19 +0800] "POST /sxzn/register.action HTTP/1.1" 200 20671
113.140.84.102 - - [01/Apr/2015:14:32:19 +0800] "GET /sxzn/js/functions.js HTTP/1.1" 200 4378
113.140.84.102 - - [01/Apr/2015:14:32:19 +0800] "GET /sxzn/js/gen_validatorv31.js HTTP/1.1" 200 20040
113.140.84.102 - - [01/Apr/2015:14:32:19 +0800] "GET /sxzn/rand.action HTTP/1.1" 200 1192
61.146.178.190 - - [01/Apr/2015:14:34:34 +0800] "GET / HTTP/1.1" 302 -
61.146.178.190 - - [01/Apr/2015:14:34:34 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [01/Apr/2015:14:34:51 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [01/Apr/2015:14:34:51 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
113.140.84.102 - - [01/Apr/2015:14:35:47 +0800] "POST /sxzn/saveRegister.action HTTP/1.1" 200 1344
113.140.84.102 - - [01/Apr/2015:14:35:48 +0800] "GET /sxzn/images/messagePage/success.gif HTTP/1.1" 200 203
113.140.84.102 - - [01/Apr/2015:14:35:48 +0800] "GET /sxzn/css/messagePage.css HTTP/1.1" 200 741
